ID,caption,situation
101,"A photo of a Japanese woman wearing a long, yellow and white striped maxi dress with delicate ruffles and thin straps. She carries a woven straw tote bag and pairs the dress with pink strappy sandals, completing a relaxed and summery bohemian style.",outfit for a sunny afternoon stroll through Kyoto Arashiyama bamboo grove during summer flower festival
102,"A photo of a Japanese woman wearing a white short-sleeved t-shirt paired with wide-leg, medium-wash blue denim jeans and black sandals. She accessorizes with a black leather belt and carries a light beige tote bag. The overall style is casual and relaxed with a touch of minimalist chic.",outfit for a relaxed morning walk through Tokyo Ueno park during early summer
103,A photo of a Japanese woman wearing a dark blue denim jacket over a black top and matching high-waisted shorts. She is accessorized with a light olive green cap and tall brown lace-up boots. The outfit features a casual yet fashionable style with a touch of edgy street wear.,outfit for a casual weekend trip to Kamakura to visit temples and lunch at a seaside cafe
104,"A photo of a Japanese woman wearing a black long-sleeve turtleneck sweater with wide-leg, high-waisted denim jeans tied at the waist. She is carrying a black woven tote bag and wearing black loafers, completing a casual yet stylish look with a minimalist aesthetic.",outfit for attending a weekend literature festival in Kyoto carrying a tote of books
105,"A photo of a Japanese woman wearing a white oversized button-down shirt, wide-leg dark wash denim jeans, and a beige baseball cap. She is also carrying a brown leather shoulder bag and wearing white canvas sneakers, creating a casual and relaxed street style look.",outfit for a casual stroll through the autumn foliage at Ueno Park in late October
106,"A photo of a Japanese woman wearing a pale yellow oversized knit sweater over a white t-shirt and paired with relaxed-fit grey sweatpants. She accessorizes with a black tote bag featuring multiple keychains, a black baseball cap, and white sneakers, creating a comfortable and casual street style look.",outfit for a relaxed walk through the backstreets of Shimokitazawa on a rainy spring afternoon
107,"A photo of a Japanese woman wearing a light grey sweatshirt with orange accents, wide-leg dark wash denim pants, and brown leather loafers. She accessorizes with a delicate pearl necklace and a silver bracelet, creating a casual yet sophisticated style. The outfit is relaxed and comfortable with a touch of timeless elegance.",outfit for a relaxed office meeting at a trendy co-working space in tokyo during late autumn
108,"A photo of a Japanese woman wearing a creamy white, textured wool coat over black shorts and knee-high black leather boots. She accessorizes with a light-colored bag and holds a phone in her hand. The outfit embodies a trendy and edgy street style with a mix of cozy and bold elements.",outfit for late autumn evening strolling through Shibuya neon streets to a ramen shop
109,"A photo of a Japanese woman wearing a white lace top and wide-leg olive-green pants with an overlapping design. She carries a black shoulder bag and wears black loafers, completing a casual yet stylish look. Her ensemble features a relaxed and comfortable silhouette with earthy tones.",outfit for a relaxed stroll through Kyoto Gion district on a bright spring morning while sipping matcha
110,"A photo of a Japanese woman wearing a mauve zip-up jacket over a white top and dark blue, wide-leg trousers. She is carrying a fluffy grey bag and wearing pointed silver shoes. The outfit showcases a comfortable yet stylish casual aesthetic with a touch of sophistication.",outfit for a casual afternoon tea at a rooftop café overlooking the Shibuya skyline on a crisp October evening
111,"A photo of a Japanese woman wearing a relaxed-fit, light blue denim shirt paired with wide-leg black trousers. She accessorizes with a black knit beanie, a brown leather bucket bag, and brown suede loafers. The outfit embodies a minimalist and comfortable everyday style.",outfit for a rainy autumn afternoon stroll to a quiet coffee shop where a relaxed‑fit denim shirt pairs with wide‑leg black trousers a black knit beanie a brown leather bucket bag and brown suede loafers
112,"A photo of a Japanese woman wearing a blue and white striped long-sleeve shirt paired with relaxed-fit gray sweatpants and silver sneakers. She is accessorizing with a black crossbody bag, creating a casual and comfortable street style look.",outfit for a casual Saturday afternoon walk through Yoyogi park after a day at the office
113,"A photo of a Japanese woman wearing a light green knitted cardigan over a black top and wide-leg black trousers. She accessorizes with black pointed-toe heels and a small shoulder bag. The outfit has a vintage-inspired, chic aesthetic with a focus on soft textures and elegant silhouettes.",outfit for a casual business meeting at a Tokyo design studio in late autumn
114,"A photo of a Japanese woman wearing a black oversized coat over a red knit sweater and mini skirt. She is accessorized with a matching red scarf and black over-the-knee platform boots, completing a chic and cozy winter look. The outfit incorporates elements of both casual and sophisticated styles.",outfit for a snowy evening stroll along the lantern lit streets of Asakusa during the winter festival
115,"A photo of a Japanese woman wearing a light beige zip-up cardigan and relaxed-fit light blue sweatpants with black socks. The outfit has a comfortable and casual style, emphasizing oversized silhouettes and muted colors. She is showcasing a laid-back and effortlessly chic aesthetic.",outfit for a late afternoon stroll through the autumn leaves in ueno park grabbing a crepe from a street vendor
116,"A photo of a Japanese woman wearing a brown zip-up hoodie over a black top, paired with a long, cream-colored skirt featuring a dark graphic design, black socks, and chunky white sneakers. She accessorizes with a patterned headscarf and delicate jewelry, creating a casual and artistic street style look.","outfit for a casual art gallery opening in Shibuya, Tokyo, during the autumn foliage season"
117,"A photo of a Japanese woman wearing a pale pink crewneck sweater paired with wide-leg, olive green culottes. She accessorizes with a black crossbody bag and black pointed-toe flats, creating a casual yet sophisticated look. The outfit leans towards a minimalist and comfortable style, suitable for everyday wear.",outfit for a casual meetup with friends at a café in Shimokitazawa on a mild spring morning
